epoch,loss,val_loss
0,0.7413226385116577,0.5256305918693542
1,0.443581210231781,0.4622530536651611
2,0.25929062604904174,0.19056467819213868
3,0.2152334418296814,0.1643290581703186
4,0.19149198608398438,0.1608298830986023
5,0.1749214608192444,0.1667075276374817
6,0.16543964014053344,0.1516727647781372
7,0.16061383934020995,0.152868257522583
8,0.14844214181900026,0.16923406076431274
9,0.14483829412460328,0.2853026599884033
10,0.14067691526412965,0.23362956142425537
11,0.14125415248870848,0.11653838872909546
12,0.13257963285446167,0.10874149703979492
13,0.13267849140167237,0.10761716270446778
14,0.12917616109848024,0.11816659688949585
15,0.12426217632293701,0.1047883129119873
16,0.12301539239883423,0.10938360643386841
17,0.12239796962738037,0.10101229476928711
18,0.11860551776885986,0.11604810905456543
19,0.11944222478866577,0.09888991689682007
20,0.11458694295883179,0.1599606604576111
21,0.11445671911239624,0.0945999870300293
22,0.10912355766296386,0.10857357263565064
23,0.11001867694854736,0.09796953725814819
24,0.11191442213058472,0.10589538860321045
25,0.10995675420761108,0.16553589153289794
26,0.10635447301864624,0.11063362503051757
27,0.10479876518249512,0.1145957350730896
28,0.1044710467338562,0.09314332723617554
29,0.10078236722946167,0.11276590108871459
30,0.10235764265060425,0.13450022840499878
31,0.10267822484970093,0.08724929571151734
32,0.09890133428573608,0.09259550523757934
33,0.10093483409881591,0.18025588083267213
34,0.09825836744308472,0.1502462477684021
35,0.10094339771270752,0.10395058298110962
36,0.09688503427505493,0.08615762901306152
37,0.09320828313827514,0.08930922031402588
38,0.09287418327331542,0.08221372270584107
39,0.09382547664642334,0.10850432109832764
40,0.09189761505126953,0.08643559265136719
41,0.09357719869613647,0.08622539901733399
42,0.08945706577301026,0.2624296073913574
43,0.09243825378417969,0.0913495306968689
44,0.09193077573776245,0.07952322244644165
45,0.09077072830200195,0.08953810739517212
46,0.09237482614517212,0.08197266244888306
47,0.08833490180969238,0.08688683700561524
48,0.08689577770233155,0.11387579441070557
49,0.08777860059738159,0.13031135320663453
50,0.08863581428527832,0.0849923505783081
51,0.08667058458328247,0.09627325248718262
52,0.08781911506652831,0.07674500656127929
53,0.08413324069976806,0.08286771202087402
54,0.08410337171554566,0.0803377161026001
55,0.08315324058532715,0.21552893257141112
56,0.08789691848754883,0.07640369367599488
57,0.08285063829421997,0.24667409372329713
58,0.08426345291137695,0.10198489999771118
59,0.08294583158493042,0.07835716581344604
60,0.0807674467086792,0.07723640489578247
61,0.07817861051559448,0.09925796270370484
62,0.08295923957824707,0.11338755750656128
63,0.08089820747375488,0.08333114099502563
64,0.08214498052597045,0.09215943384170532
65,0.07886305112838746,0.12724341630935668
66,0.08030463552474976,0.21055234050750732
67,0.08098788528442383,0.11359315872192383
68,0.07831072883605956,0.4002004008293152
69,0.08495342798233033,0.08988484621047974
70,0.0776656566619873,0.07645941638946534
71,0.07777965230941772,0.08655479288101196
72,0.07653277902603149,0.16337821912765502
73,0.07816185035705567,0.07153022623062134
74,0.07593430919647216,0.19723647832870483
75,0.07955652523040771,0.2630427842140198
76,0.079786367893219,0.07868812322616577
77,0.07429436941146851,0.0712985897064209
78,0.07764885883331299,0.0765445237159729
79,0.07180151166915894,0.08143255186080933
80,0.07426100177764892,0.09727038955688476
81,0.07548285045623779,0.15132891368865967
82,0.07795872440338135,0.11506845474243164
83,0.07237842502593994,0.07051313543319702
84,0.07093382444381714,0.07141103887557984
85,0.07223908729553223,0.12105375003814697
86,0.07358988103866577,0.07304056453704834
87,0.07482729215621949,0.07446400022506713
88,0.07314508790969848,0.07501562118530274
89,0.07230011873245239,0.07981410646438598
90,0.07106760282516479,0.12306521081924439
91,0.0728510558128357,0.07588825130462647
92,0.0700957901954651,0.07517520761489868
93,0.07016178092956543,0.08618682956695557
94,0.06742295455932618,0.0773037986755371
95,0.07250794563293457,0.0807155351638794
96,0.06861140851974487,0.07652031755447387
97,0.07025287675857544,0.11080203914642334
98,0.0721788272857666,0.08706782054901123
99,0.06860233860015869,0.07325662422180176
100,0.06978884305953979,0.11217040252685546
101,0.06990380334854127,0.07279887533187866
102,0.06740090055465699,0.07828611326217651
103,0.06961523895263672,0.09139993000030518
