epoch,loss,val_loss
0,0.9700879625320434,0.9426626830101014
1,0.9237594289779663,0.9079794569015502
2,0.9033260976791382,0.8937336297035218
3,0.8972278465270996,0.9015495419502259
4,0.8937998092651367,0.8971889905929565
5,0.8913003871917725,0.9851122441291809
6,0.8895753165245056,0.8887086796760559
7,0.8886854978561401,0.8865083212852478
8,0.8868649559974671,0.8916414203643799
9,0.8860923279762268,0.8924222755432129
10,0.8872108288764954,0.8865537495613098
11,0.8866764731407165,0.9250580000877381
12,0.8871806385993958,0.8892020707130432
13,0.8865866176605225,0.8856134567260742
14,0.8846986600875855,0.8842270741462708
15,0.8836569828033447,0.8855430102348327
16,0.8834507022857666,0.9126741180419922
17,0.8836282504081726,0.8948806486129761
18,0.8828857494354247,0.8835879273414612
19,0.8841861908912658,0.8892880320549011
20,0.8821844060897828,0.8851705932617188
21,0.8829298733711243,0.8833343844413757
22,0.8815279276847839,0.8836805701255799
23,0.8831476302146911,0.8828444809913635
24,0.8824609703063965,0.8842870516777038
25,0.8810437160491943,0.8829796185493469
26,0.8812958744049072,0.8878928623199462
27,0.881450434589386,0.900851035118103
28,0.8813576090812683,0.8850011763572693
29,0.88169461145401,0.8830669360160828
30,0.8799557309150696,0.8827260556221008
31,0.8815364785194397,0.8876100358963013
32,0.8806128684997558,0.8830785737037659
33,0.879836601638794,0.9345207543373107
34,0.880330608177185,0.8905015058517456
35,0.8801485394477844,0.8851573672294617
36,0.8803974855422974,0.8832607040405274
37,0.8798853018760681,0.8873507261276246
38,0.879541623878479,0.8852953796386719
39,0.8785438799858093,0.8986836357116699
40,0.8798328896522521,0.8906000399589539
41,0.8800793152809143,0.8839204502105713
42,0.8795093690872192,0.8888238120079041
43,0.880000511932373,0.9058358521461487
44,0.8796308465003967,0.8846714267730713
45,0.8802157780647278,0.8819825310707092
46,0.8782898066520691,0.8845259327888488
47,0.8791983699798585,0.8840207376480103
48,0.8783953269958497,0.9063115549087525
49,0.8795616537094116,0.8819961318969727
50,0.8787939252853394,0.8820952491760254
51,0.8785503618240357,0.8840384092330933
52,0.8778254177093506,0.8890249400138855
53,0.8791229775428772,0.8951913123130798
54,0.8784146399497986,0.9083458948135376
55,0.8792766137123108,0.903223286151886
56,0.8787354425430298,0.8846701250076294
57,0.8785154125213623,0.8821344347000122
58,0.87671069688797,0.8916260476112365
59,0.8785848233222961,0.8858365821838379
60,0.8772041836738587,0.9196475081443787
61,0.8777037198066712,0.8822325167655944
62,0.878157223892212,0.8903358325958252
63,0.8772230263710022,0.886458194732666
64,0.8759636709213257,0.8906327481269837
65,0.8780995007514953,0.886452244758606
