epoch,loss,val_loss
0,0.6435561646461487,0.5742116222381591
1,0.3725094714164734,0.31447154808044436
2,0.30569745864868164,0.27100247716903686
3,0.28821905403137205,0.2669163193702698
4,0.24639658966064454,0.3291494870185852
5,0.20772992525100709,0.1853259973526001
6,0.1660903742790222,0.13726262521743773
7,0.1513275263786316,0.11466412925720215
8,0.13068611326217652,0.1178503007888794
9,0.11675031595230102,0.11186416006088257
10,0.10865032072067261,0.10568732357025147
11,0.1003769476890564,0.13816399526596068
12,0.0957099591255188,0.07822941255569459
13,0.08898447980880737,0.07446069812774658
14,0.08528810024261474,0.10810817766189575
15,0.08501258430480957,0.10564941835403442
16,0.08135792465209961,0.09523691940307617
17,0.07586393232345581,0.06151233577728271
18,0.07533570766448974,0.07753927326202392
19,0.07508326654434204,0.05282192325592041
20,0.07060908069610596,0.04689081811904907
21,0.0714976427078247,0.05879850959777832
22,0.06852464580535889,0.0915092797279358
23,0.06645178689956666,0.09542769527435303
24,0.06832179927825928,0.06479793310165405
25,0.06516021251678467,0.0528841872215271
